Number of Reviews,Channel,Brand,Source Name,Item ID,Product_ID,Catalog,Stage of Development,Data Cycle,Source Product Identifier,Brand Raw,Entity Type,Link,Title,Description,About,Product Category,Source Ingredient,Relevancy,Relevancy 1,Final Relevancy,Solution Type,Geography,Rating,Configuration Name,Name,ASIN,rand_id
0,Amazon USA,Tanaka food,Amazon USA,Amazon USA_20190523_128721,Product_20190523_83655,Product,Product,2019 Q1,B00TWUFQ08,Tanaka food,,https://www.amazon.com/dp/B00TWUFQ08,Hello Kitty fish sprinkled 16g (2.0g x8p) x5 bags,"Sprinkle Hello Kitty Fish is a product that was developed and as able to eat scarce calcium for children, the iron even a little. The pouch, we have put a simple bean knowledge about fish. Along with the child, it is fortunate if you could eat fun while reading. br rice in warm, rice balls, to lunch. How to eat in the ingenuity variety. Please help us to daily dining.","About the product Product size (height x depth x width): 210mmx80mm Ingredients: small fish powder (mackerel, sardine More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes",,Yes,,Yes,General Beans;General Rice,USA,,Amazon Products,,B00TWUFQ08,0.893965653
3,Amazon USA,Uncle Ben's,Amazon USA,Amazon USA_20190523_124620,Product_20190523_79554,Product,Product,2019 Q1,B00KPVWRU0,Uncle Ben's,Company,https://www.amazon.com/dp/B00KPVWRU0,"Uncle Ben's Whole Grain Brown Ready Rice Pouch, 8.8 oz, 3 pk","Uncle Ben 's Reis – Vollkorn brauner Reis bereit –-8.8 oz, 3 PK. Uncle Ben 's Ready Reis ist die Reis immer bereit zu genießen. Jetzt können Sie köstliche, gesunde Vollkorn brauner Reis in nur 90 Sekunden. Diese praktische Tasche zum Aufwärmen in der Mikrowelle auch zu reinigen und beim Backen bleiben die.",,Grocery & Gourmet Food › Pantry Staples › Konserven & Eingelegtes › Fertiggerichte › Reisgerichte › Gewürzreis,,Yes,,Yes,Wholegrain/Brown Rice,USA,3.4,Amazon Products,,B00KPVWRU0,0.493325641
0,Amazon USA,Ottogi,Amazon USA,Amazon USA_20190523_122785,Product_20190523_77719,Product,Product,2019 Q1,B07FY9BZCN,Ottogi,Company,https://www.amazon.com/dp/B07FY9BZCN,Ottogi Spicy Octopus Rice Bowls x2 (2 Bowls),"Flavor: Spicy Octopus [How to Cook with Microwave] Take off the cover to the dotted line and cut the dotted line (before cooking) of the sauce -> Warm up both Rice and Sauce for 2 minutes (700 W) in the Microwave -> Put Rice and Sauce in the bowl and mix. Then, enjoy your meal","About the product Microwavable Cooked Rice Bowls (Spoon Included) Sauce (21g) and Cooked White Rice (150g) Available in 3 Flavors (Beef Broth, Seaweed Soup, Spicy Octopus) Convenienct and Ready-to-eat Total of 2 Bowls per Order More",,,Yes,,Yes,General Rice,USA,,Amazon Products,,B07FY9BZCN,0.232138238
11,Amazon USA,Better Oats,Amazon USA,Amazon USA_20190523_125368,Product_20190523_80302,Product,Product,2019 Q1,B00IIV3FQE,Better Oats,Company,https://www.amazon.com/dp/B00IIV3FQE,Better Oats Instant Oatmeal Maple & Brown Sugar 9.8 ounce (3 Pack),"Ingredients: Whole Grain Rolled Oats, Natural and Artificial Flavor, Flaxseed, Salt, Sucralose, Acesulfame Potassium.","About the product 3 Boxes - 10 Pouches Per 9.8oz Box OAT FIT Maple & Brown Sugar INSTANT OATMEAL with FLAX by Better Oats Oat Fit is the perfect solution for a healthy and convenient breakfast—a great-tasting, satisfying instant oatmeal. Fiber-rich foods like whole grain oats can help you feel full. With a good source of fiber and only 100 Calories, you can satisfy your hunger while keeping portions in check. Eat Healthy Get Fit Feel Great! Indulge in the sweet rich flavors of maple syrup and brown sugar. 100 Calories per Serving. 3 Weight Watchers Points. Plus No added sugar. Naturally low in fat. Good source of ALA Omega-3. Good source of fiber. Each packet delivers 160mg of ALA Omega-3 per serving, which is 10% of the 1.6g daily value for ALA. More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,3.5,Amazon Products,,B00IIV3FQE,0.709236226
58,Amazon USA,Vigo,Amazon USA,Amazon USA_20190523_120839,Product_20190523_75773,Product,Product,2019 Q1,B0053O99E6,Vigo,,https://www.amazon.com/Vigo-Paella-8-Ounce-Pack-6/dp/B0053O99E6/ref=lp_6499442011_1_10_s_it/134-1740799-8699455?s=grocery&ie=UTF8&qid=1557667284&sr=1-10,"Vigo Paella, 8-Ounce (Pack of 6)","Size: Pack of 6 Vigo Paella, 8-Ounce (Pack of 6)",About the product Completely seasoned yellow rice and seafood dinner Easy 3-step cooking Traditional Spanish dish Pack of 6 - 48 ounces total More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Paella",,Yes,,Yes,General Rice,USA,4.3,Amazon Products,,B0053O99E6,0.304535684
3,Amazon USA,Gits,Amazon USA,Amazon USA_20190523_121144,Product_20190523_76078,Product,Product,2019 Q1,B000N4G9IU,Gits,,https://www.amazon.com/dp/B000N4G9IU,Gits Uttappam Mix - 200g,"Uttapams are rice and lentil based savory pancakes. The flavor is akin to a dosa with it’s pleasant sourdough after taste. They’re often studded with chopped tomato, cilantro, chillies and onion.Its like soft thin pizza made of Rice-lentil batter and pan-fried. Traditionally topped with chopped onions, tomato, green chillies etc. Preparation and Cooking Method of Gits Uttapam Instant Mix: 1.Mix contents of Gits Uttapam Instant Mix pack with 320ml of water. Stir to a smooth batter.Evenly grease a flat non stick tava / griddle with 1⁄2 teaspoon oil and heat on medium flame. 2.Lightly dab the tava with a damp cloth for surface cooling.Pour 125 ml batter in center of tava and quickly spread with outward spiral motion to form a thick pancake of about 20cm diameter.Tip: Sprinkle finely chopped Onions, coriander leaves, tomatoes and green chillies on top. 3.Dot the edges with a little oil and cook till golden brown. Using a spatula, carefully rn over the uttappam to cook the other side till golden brown.Repeat step 2 for the next uttappam. Serve hot with Gits Instant Sambhar and choice of coconut chutney or chilli powder mix. Tip: For tasty variant, top the Uttappam with grated cheese.","About the product No Preservative,No Artificial colors & No Artificial Flavors 100% Vegetarian Gluten Free Ready to cook savory rice pan cake dry mix Easy to cook in 3 steps & serves 4 Uttappams More",,,Nope;Yes,,Yes,General Lentils;General Rice,USA,5,Amazon Products,,B000N4G9IU,0.049351241
0,Amazon USA,NatureNAO,Amazon USA,Amazon USA_20190523_126428,Product_20190523_81362,Product,Product,2019 Q1,B07QY181BW,NatureNAO,,https://www.amazon.com/dp/B07QY181BW,NatureNAO Organic Mediterranean Pilaf - 15 Oz. Resealable Bag,"NatureNAO's Organic Mediterranean Pilaf is a combination of long-grain white rice, quinoa, and millet, seasoned with red peppers, onions, garlic and a special blend of warm, herbaceous, Mediterranean spices. Basic Prep: For the perfect pilaf, combine 1 cup Mediterranean Pilaf with 2 cups water and 1 tablespoon olive oil or butter in a 2-quart pot. Bring to a boil over high heat. Cover, reduce heat to low, and simmer for 20 minutes. Remove from heat and let stand 5 minutes, covered, before serving.",About the product All Natural USDA Certified Organic Gluten-Free Non-GMO More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Pilaf",,Nope;Yes,,Yes,General Rice,USA,,Amazon Products,,B07QY181BW,0.744146173
6,Amazon USA,Ancient Harvest,Amazon USA,Amazon USA_20190523_125516,Product_20190523_80450,Product,Product,2019 Q1,B007TGPWH4,Ancient Harvest,Company,https://www.amazon.com/dp/B007TGPWH4,"ANCIENT HARVEST Quinoa Mac & Cheese Gluten Free, 6 oz","We have begun this journey with items for your home and body. Our products will provide the highest efficacy and performance that you would expect from the best things found on earth. We seek to use ingredients that are plant derived, GMO-free, organically certified when possible, and sourced from domestic suppliers to keep jobs in our local communities.",About the product Prepared in a dedicated Gluten-free allergy-friendly facility More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Macaroni & Cheese",,Yes,,Yes,Quinoa,USA,3.1,Amazon Products,,B007TGPWH4,0.041192559
0,Amazon USA,Wild Garden,Amazon USA,Amazon USA_20190523_122469,Product_20190523_77403,Product,Product,2019 Q1,B07H4R7YYS,Wild Garden,Company,https://www.amazon.com/dp/B07H4R7YYS,"Wild Garden Pilaf (Rice & Potato, Pack - 3)","A hearty Mediterranean side dish of Basmati rice, rustic potatoes, and fine herbs. Serve with meat, poultry, or seafood.","About the product Heat and Serve Delicious, simple to prepare Authentic flavors with a modern approach More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Pilaf",,Yes,,Yes,General Rice,USA,,Amazon Products,,B07H4R7YYS,0.8049411
43,Amazon USA,Rice-A-Roni,Amazon USA,Amazon USA_20190523_128110,Product_20190523_83044,Product,Product,2019 Q1,B000HIFANW,Rice A Roni,Company,https://www.amazon.com/dp/B000HIFANW,"Rice a Roni, Rice Pilaf, Pasta and Rice Mix (Pack of 12 Boxes)","Flavor: Rice Pilaf A light mix of tender rice, pasta herbs and seasonings, our Rice-A-Roni Rice Pilaf is a versatile and delicious side dish. It's the perfect complement to your family's favorite chicken, lamb, pork or fish recipes.","About the product Light mix of tender rice, pasta, herbs, and seasoning Just add chicken to make it a meal Cooks in 17 minutes 7 grams of protein per serving Visit our website for tips to help you create easy family pleasing meals More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Nope;Yes,,Yes,General Rice,USA,4.1,Amazon Products,,B000HIFANW,0.244479952
0,Amazon USA,Simply Organic,Amazon USA,Amazon USA_20190523_120322,Product_20190523_75256,Product,Product,2019 Q1,B005GX60IC,Simply Organic,Company,https://www.amazon.com/dp/B005GX60IC,Organic Jambalaya Season Mix,,,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Jambalaya",,Yes,,Yes,General Rice,USA,,Amazon Products,,B005GX60IC,0.579246745
0,Amazon USA,Round Yuzuru,Amazon USA,Amazon USA_20190523_121478,Product_20190523_76412,Product,Product,2019 Q1,B00P50Z622,Round Yuzuru,,https://www.amazon.com/dp/B00P50Z622,Egg over rice set TKG-smile,"This is the gift of perfect to to produce a valued guest everyone best not receive a gift or? Western-style of wedding from two people in the. When I opened the package of the lid will spread large ""fortune"" is. In addition to natural over soy sauce, sprinkle with dried bonito has become set, is a set of eggs over rice.","About the product Contents: naturally over 200mlX1 this, and flower Ingredients: wheat, sesame, soybeans Product size (height x depth x width): 190mmx150m More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes",,Yes,,Yes,General Rice,USA,,Amazon Products,,B00P50Z622,0.255091721
16,Amazon USA,Oak Grove,Amazon USA,Amazon USA_20190523_122222,Product_20190523_77156,Product,Product,2019 Q1,B009EGDIG4,Oak Grove,,https://www.amazon.com/Oak-Grove-Smokehouse-Creole-Jambalaya/dp/B009EGDIG4/ref=lp_6499441011_1_8_s_it/138-7387393-6798468?s=grocery&ie=UTF8&qid=1557667356&sr=1-8,Oak Grove Smokehouse Creole Jambalaya Mix 7.9 oz,"Oak Grove Smokehouse Creole Jambalaya Mix is a great combination of Cajun and Creole spices. Just add your favorite Cajun meats such as smoked sausage with andouille and you are sure to have an authentic Creole meal. Oak Grove Smokehouse products are produced in Prairieville, LA. Jambalaya is a Cajun/Creole dish made typically in a large pot (cast-iron) from a mixture of Cajun meats, rice, and seasonings blended to produce a delicious dish. Similar in many ways to Spanish paella, the term ""jambalaya"" is derived from the Spanish 'jamon' for ham. Jambalaya is pronounced 'jahm-buh-LIE-uh' or 'jum-buh-LIE-uh'.",About the product Ready in 45 minutes Just add meat and/or seafood May be prepared in a rice cooker or microwave oven More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Jambalaya",,Yes,,Yes,General Rice,USA,4.2,Amazon Products,,B009EGDIG4,0.166566552
2,Amazon USA,Scotts,Amazon USA,Amazon USA_20190523_127842,Product_20190523_82776,Product,Product,2019 Q1,B01D6H47BQ,Scotts,,https://www.amazon.com/dp/B01D6H47BQ,Scott's Porage Oats - 1kg,Scott's Porage Oats have been milled in Scotland since 1880 and to ensure you enjoy every bowlful we use only the highest quality oats and milling processes.We carefully grade and select each grain so that only the best oats go into every pack.To create our own distinctive taste the oats are rolled thicker and are gently kilned - to bring you the true taste of Scotland!A & R Scott The true taste of Scotland Enjoy as part of a varied and balanced diet and a healthy lifestyle. Oat beta-glucan has been shown to lower blood cholesterol. High cholesterol is a risk factor in the development of coronary heart disease. Coronary heart disease has multiple risk factors and altering one of these risk factors may or may not have a beneficial effect.,"About the product Store in a cool, dry place. Once opened this product is best consumed within 2 months or alternatively store in an airtight container. Scott's 8 - 12 Days Delivery *Please not Best Before/Expiration UK is DD/MM/YYYY More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,5,Amazon Products,,B01D6H47BQ,0.554163815
7,Amazon USA,Zatarain's,Amazon USA,Amazon USA_20190523_120728,Product_20190523_75662,Product,Product,2019 Q1,B000E43414,Zatarain's,Company,https://www.amazon.com/Zatarains-Orleans-Jambalaya-Dinner-6-7-Ounce/dp/B000E43414/ref=lp_6499441011_1_9_s_it/138-7387393-6798468?s=grocery&ie=UTF8&qid=1557667356&sr=1-9,Zatarain's New Orleans Style Jambalaya Pasta Dinner...,"Product Description Add meat to make a complete meal. Serves 5. With Zatarain's New Orleans Style Pasta Dinners you can enjoy the fun of pasta and the authentic flavor of New Orleans! Just add sausage, chicken or shrimp to complete this easy-to-prepare dinner your whole family will love. And you know it has to be good because it's from Zatarain's a New Orleans tradition since 1889. This easy-to-prepare dinner mix has just the right blend of ingredients for a great tasting, authentic New Orleans style meal. About the Brand A label from the earlier days of Zatarain's The tradition for making Zatarain's amazing New Orleans-style products was started well before the turn of the century by a man named Emile A. Zatarain, Sr. In 1889, he obtained the company's first product trademark and started to market root beer. Shortly after, he began to produce mustards, pickled vegetables, and extracts. As the business grew, so did the demand for a broader range of products. Through their expertise in blending spices, the company established a reputation for making only the most authentic New Orleans-Style food. In 1963, the Zatarain family sold the business, which was then moved to Gretna, Louisiana, a suburb of New Orleans. Today, Zatarain's is the nation's leading maker of New Orleans-style food products. Zatarain's prides itself on great taste, high quality, and a near fanatical dedication to New Orleans cuisine. Interestingly, Zatarain's is as much a tradition at backyard barbecues as it is at formal dinners. From its humble beginnings, the company has grown to make more than 200 food products from rice dinner mixes, pasta dinner mixes, breadings, seasonings, and spices to seafood boils, stuffing mixes, and other products based on authentic New Orleans-style foods and seafood preparation.","About the product Case of 12 6.7-ounce boxes (80.4 total ounces) Made with enriched macaroni, onion, garlic, and clam broth 100% cholesterol free; good source of iron Add sausage or shrimp for a complete meal Jazz up dinner with this twist on a classic Southern dish More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Jambalaya",,Nope;Yes,,Yes,General Rice,USA,3,Amazon Products,,B000E43414,0.011296249
0,Amazon USA,Mystic Moments,Amazon USA,Amazon USA_20190523_121336,Product_20190523_76270,Product,Product,2019 Q1,B015HAGYGG,Mystic Moments,Brand,https://www.amazon.com/dp/B015HAGYGG,Oatmeal Exfoliant Powder - 100g,"Oatmeal Exfoliant Powder - 100g Oatmeal has naturally occurring gluten in the form of avenin protein, not the gliadin protein contained in wheat gluten. It is used as a thickener, binder and protein source in skin care products. Our fine grain colloidal oatmeal has has a particle size of 74 microns US mesh 200. It can be used in creams, lotions, soaps, facials and milk baths. Combine with powdered milk, herbs, honey, starches, nut meals or clays. It works nicely in a blend of our Honey and Goat's Milk melt & pour bases scented with our Oatmeal, Milk & Honey fragrance. Shipped from the UK","About the product Oatmeal Exfoliant Powder - 100g 100% Pure and Natural Oatmeal has naturally occurring gluten in the form of avenin protein, not the gliadin protein contained in wheat gluten. It is used as a thickener, binder and protein source in skin care products. It can be used in creams, lotions, soaps, facials and milk baths. Combine with powdered milk, herbs, honey, starches, nut meals or clays. It works nicely in a blend of our Honey and Goat's Milk melt & pour bases scented with our Oatmeal, Milk & Honey fragrance. Our fine grain colloidal oatmeal has has a particle size of 74 microns US mesh 200. More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Nope;Yes,,Yes,Oats,USA,,Amazon Products,,B015HAGYGG,0.10966848
